112,27.3
113,27.3
114,27.3
114,27.3
115,27.3
116,27.3
117,27.3
117,27.3
118,27.3
119,27.3
119,27.3
120,27.3
121,27.2
122,27.2
123,27.2
123,27.2
124,27.2
125,27.2
126,27.2
126,27.2
127,27.2
128,27.2
128,27.2
129,27.2
130,27.2
131,27.1
131,27.1
131,27.1
132,27.1
132,27.1
134,27.1
135,27.1
136,27.1
136,27.1
137,27.1
138,27.1
139,27.1
140,27.1
140,27.2
141,27.2
142,27.2
142,27.2
143,27.2
144,27.2
145,27.2
145,27.3
146,27.3
147,27.3
148,27.3
148,27.3
149,27.3
150,27.3
151,27.3
151,27.3
152,27.3
152,27.3
153,27.3
154,27.3
155,27.3
156,27.3
157,27.3
157,27.3
158,27.3
159,27.3
160,27.3
160,27.3
161,27.3
162,27.3
162,27.3
163,27.6
164,27.6
165,27.6
166,27.6
166,27.6
167,28.0
168,28.0
168,27.9
169,27.9
170,27.9
171,27.9
172,27.9
172,27.9
173,27.9
174,27.9
174,27.9
175,27.9
175,27.9
177,27.8
177,27.8
178,27.8
178,27.8
179,27.8
180,27.8
181,28.0
182,28.0
183,28.0
183,28.0
184,28.0
185,28.0
185,28.0
186,28.0
187,28.0
188,28.0
188,28.4
189,28.4
190,28.5
190,28.5
191,28.5
192,28.5
192,28.5
193,28.5
194,28.5
195,28.5
196,28.6
196,28.6
197,28.6
198,28.6
199,28.6
199,28.6
200,28.6
201,28.6
202,28.6
202,28.6
203,28.6
204,28.6
205,28.5
205,28.6
206,28.6
207,28.6
208,28.6
208,28.6
209,28.6
210,28.6
211,28.6
211,28.6
212,28.6
213,28.6
213,28.6
214,28.6
215,28.6
215,28.6
216,28.6
217,28.6
218,28.6
218,28.6
219,28.6
220,28.6
221,28.6
222,28.6
222,28.6
223,28.6
224,28.6
225,28.6
225,28.6
226,28.6
226,28.6
227,28.6
228,28.6
229,28.6
230,28.6
230,28.6
231,28.6
232,28.6
232,28.6
233,28.6
234,28.6
235,28.6
236,28.6
236,28.6
237,28.6
238,28.6
239,28.6
239,28.6
240,28.6
241,28.6
241,28.6
242,28.6
243,28.6
244,28.7
244,28.7
245,28.7
246,28.7
247,28.7
247,28.7
248,28.7
249,28.7
249,28.7
251,28.7
251,28.7
252,28.7
253,28.7
253,28.7
254,28.7
255,28.7
256,28.7
256,28.7
257,28.7
258,28.7
258,28.7
259,28.7
260,28.7
261,28.7
261,28.7
262,28.7
263,28.7
264,28.7
264,28.7
265,28.7
266,28.7
267,28.7
267,28.7
268,28.7
269,28.7
270,28.7
270,28.7
271,28.7
272,28.7
272,28.8
273,28.8
274,28.8
275,28.8
275,28.8
276,28.8
277,28.8
278,28.8
278,28.8
279,28.8
280,28.8
280,28.8
281,28.8
282,28.8
283,28.8
284,28.8
284,28.8
285,28.8
286,28.8
287,28.8
287,28.8
288,28.8
289,28.8
289,28.8
290,28.8
291,28.8
292,28.8
292,28.8
293,28.8
294,28.8
294,28.8
295,28.8
296,28.8
297,28.8
298,28.8
298,28.8
299,28.8
300,28.8
301,28.8
301,28.8
302,28.8
302,28.8
303,28.8
304,28.8
305,28.8
306,28.8
306,28.8
307,28.8
308,28.8
309,28.8
309,28.8
310,28.8
310,28.8
312,28.8
313,28.8
313,28.8
314,28.8
314,28.8
315,28.8
316,28.8
317,28.8
318,28.8
318,28.8
319,28.8
320,28.8
320,28.8
321,28.8
322,28.8
323,28.8
324,28.8
324,28.8
325,28.8
326,28.8
326,28.8
327,28.8
328,28.8
328,28.8
329,28.8
330,28.8
331,28.8
332,28.8
332,28.8
333,28.8
334,28.8
335,28.8
335,28.8
336,28.8
336,28.8
337,28.8
338,28.8
339,28.8
340,28.8
340,28.8
341,28.8
342,28.8
343,28.8
344,28.8
344,28.8
345,28.8
345,28.8
346,28.8
347,28.8
348,28.8
348,28.8
349,28.8
350,28.8
351,28.8
351,28.8
352,28.8
353,28.8
354,28.8
354,28.8
355,28.8
356,28.8
356,28.8
357,28.8
358,28.8
359,28.9
360,28.8
360,28.8
361,28.8
362,28.8
362,28.8
363,28.8
364,28.9
365,28.9
365,28.9
366,28.9
367,28.9
368,28.9
368,29.0
369,29.0
370,29.0
370,29.0
371,29.0
372,29.0
373,29.0
373,29.0
374,29.0
375,29.0
376,29.0
376,29.0
377,29.0
378,29.0
378,29.0
379,29.0
380,29.0
381,29.0
382,29.0
382,29.0
383,29.0
384,29.0
385,29.0
385,29.1
386,29.1
387,29.1
387,29.1
388,29.1
389,29.1
389,29.1
390,29.1
