471,2.5
472,3.0
473,3.0
473,3.4
474,3.2
475,2.9
476,3.4
476,3.5
477,2.5
478,3.0
479,3.1
479,4.0
480,4.1
481,3.6
482,3.7
483,3.2
483,3.2
484,3.5
485,3.6
485,3.6
486,4.0
487,3.5
487,3.5
488,3.5
489,3.6
490,3.6
490,3.6
491,3.6
491,3.6
491,3.6
