105,2.2
106,2.2
107,2.2
108,2.2
108,2.2
109,2.2
110,2.2
111,2.2
111,2.2
112,2.2
113,2.2
114,2.2
114,2.2
115,2.2
116,2.2
117,2.2
117,2.2
118,2.2
119,2.2
119,2.2
120,2.2
121,2.2
122,2.2
123,2.2
123,2.2
124,2.2
125,2.2
126,2.2
126,2.2
127,2.2
128,2.2
128,1.7
129,1.8
130,1.4
131,2.4
131,2.4
131,1.9
132,2.4
132,2.4
134,2.8
135,2.8
136,2.4
136,2.8
137,2.4
138,2.4
139,2.8
140,2.5
140,2.8
141,2.8
142,2.8
142,2.5
143,2.9
144,2.5
145,2.1
145,2.9
146,2.2
147,2.2
148,2.2
148,1.8
149,2.4
150,1.8
151,1.8
151,2.8
152,2.8
152,2.8
153,2.4
154,2.4
155,2.4
156,2.4
157,2.4
157,2.4
158,2.4
159,2.4
160,2.4
160,2.4
161,2.4
162,2.4
162,2.4
163,2.4
164,2.4
165,2.9
166,2.9
166,2.9
167,2.8
168,2.9
168,3.3
169,3.3
170,3.4
171,3.4
172,3.3
172,2.4
173,2.9
174,2.9
174,2.1
175,3.4
175,2.6
177,2.6
177,3.1
178,2.7
178,2.3
179,2.7
180,2.7
181,2.8
182,3.3
183,3.3
183,1.5
184,2.7
185,2.9
185,3.2
186,2.5
187,3.4
188,4.1
188,4.7
189,4.3
190,4.2
190,5.1
191,4.7
192,4.7
192,4.5
193,4.9
194,4.9
195,5.6
196,5.6
196,6.0
197,6.0
198,6.1
199,6.1
199,6.1
200,6.0
201,6.0
202,5.7
202,5.7
203,5.7
204,0.2
205,6.5
205,6.1
206,6.9
207,6.9
208,7.0
208,7.4
209,7.5
210,7.5
211,7.4
211,7.5
212,7.1
213,7.1
213,7.6
214,7.6
215,7.6
215,7.6
216,7.6
217,7.6
218,7.6
218,7.7
219,7.3
220,7.3
221,7.8
222,7.8
222,7.8
223,7.8
224,7.9
225,7.9
225,7.9
226,7.9
226,8.0
227,8.1
228,8.1
229,8.1
230,8.1
230,8.2
231,8.2
232,8.3
232,8.3
233,8.3
234,8.3
235,8.4
236,8.4
236,8.4
237,8.4
238,8.4
239,8.5
239,8.7
240,8.1
241,8.6
241,8.7
242,8.2
243,8.6
244,8.2
244,8.7
245,8.7
246,10.8 
247,8.8
247,8.8
248,8.9
249,8.9
249,8.9
251,8.9
251,9.0
252,9.0
253,9.1
253,9.1
254,9.1
255,9.1
256,9.2
256,9.2
257,9.2
258,8.8
258,9.3
259,9.3
260,9.3
261,9.3
261,8.9
262,9.5
263,9.5
264,9.5
264,9.5
265,9.5
266,9.5
267,9.5
267,9.8
268,9.8
269,9.8
270,9.7
270,9.8
271,9.4
272,9.4
272,9.4
273,9.8
274,9.8
275,10.1
275,9.3
276,9.8
277,10.3
278,10.3
278,10.4
279,10.3
280,10.3
280,10.4
281,10.5
282,10.4
283,10.5
284,10.6
284,10.6
285,10.2
286,10.6
287,10.6
287,10.7
288,10.7
289,10.7
289,10.3
290,10.8
291,10.8
292,10.8
292,10.4
293,10.9
294,10.9
294,10.9
295,10.9
296,10.4
297,10.4
298,10.8
298,10.8
299,10.8
300,10.8
301,10.8
301,10.4
302,10.4
302,10.4
303,10.8
304,10.8
305,10.8
306,10.8
306,10.9
307,10.9
308,10.9
309,10.9
309,10.9
310,10.9
310,10.9
312,10.4
313,10.4
313,10.5
314,10.5
314,10.5
315,10.5
316,10.9
317,10.9
318,10.9
318,10.9
319,10.9
320,10.9
320,11.0
321,11.0
322,10.9
323,10.4
324,10.4
324,10.9
325,10.5
326,10.5
326,10.5
327,10.9
328,10.5
328,10.4
329,10.4
330,10.9
331,10.9
332,10.9
332,10.8
333,10.9
334,10.1
335,10.5
335,11.0
336,10.5
336,11.0
337,10.9
338,10.9
339,10.9
340,10.4
340,10.0
341,10.9
342,10.5
343,10.5
344,10.9
344,10.9
345,10.1
345,10.5
346,10.9
347,10.9
348,10.9
348,10.9
349,10.5
350,10.9
351,10.9
351,10.5
352,11.1
353,10.6
354,11.0
354,10.9
355,11.4
356,10.9
356,11.4
357,10.6
358,10.7
359,11.1
360,11.1
360,9.8
361,10.6
362,10.6
362,10.6
363,10.6
364,11.0
365,11.0
365,10.9
366,10.9
367,10.9
368,10.9
368,10.9
369,11.1
370,11.1
370,11.1
371,10.1
372,10.9
373,10.9
373,10.9
374,10.4
375,10.5
376,10.9
376,10.9
377,11.1
378,10.9
378,10.6
379,11.0
380,11.1
381,11.1
382,11.0
382,10.5
383,10.9
384,11.0
385,11.0
385,10.5
386,10.9
387,10.1
387,10.5
388,10.9
389,11.0
389,10.1
390,10.1
391,10.9
392,10.6
393,11.1
393,10.9
394,10.4
395,10.9
395,10.5
396,11.1
397,11.1
398,10.5
398,10.9
399,11.0
400,11.0
401,10.9
401,10.9
402,10.9
403,10.9
403,11.0
404,10.9
405,10.5
406,10.9
406,10.4
407,10.5
408,10.6
409,11.1
409,10.9
410,10.1
411,11.4
411,10.6
412,10.6
413,10.5
414,9.7
415,11.2
415,11.2
416,11.2
417,10.6
418,10.7
418,11.1
419,11.0
420,11.0
421,10.9
421,10.8
422,10.8
423,10.2
424,9.9
425,10.1
425,9.5
426,9.7
427,8.5
428,9.3
429,9.3
429,9.3
430,8.1
431,7.9
432,7.8
432,7.7
433,7.7
434,7.3
435,6.7
436,6.4
437,6.6
438,6.5
439,6.2
439,6.4
440,6.4
440,5.8
441,5.8
442,5.8
443,6.3
444,6.2
444,6.3
445,6.3
446,5.1
447,5.9
447,5.9
448,5.9
449,3.7
450,5.8
451,6.3
452,6.3
452,6.3
453,5.7
454,5.8
455,5.4
456,5.2
457,4.3
457,5.1
458,4.2
459,3.7
460,3.6
460,3.9
461,3.8
462,3.8
463,4.1
464,3.6
464,3.2
465,3.2
466,3.5
467,2.9
468,2.9
468,2.9
469,3.3
470,3.0
471,2.9
